phenotype	tissue	intron	pvalue	rcp
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Lung	intron_7_44967958_44969413	3.88700146115652e-11	0.711
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Lung	intron_7_44967958_44968920	5.25799477069797e-11	0.697
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Lung	intron_18_23573574_23586287	9.42998579414355e-11	0.563
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Lung	intron_18_23532284_23533355	3.82724312003757e-10	0.706
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Lung	intron_18_23526765_23529179	2.76239107323762e-08	0.628
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_5_69311204_69320237	3.77600643945634e-15	0.624
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_5_69311204_69313985	3.77600643945634e-15	0.539
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_5_69306902_69307951	6.70200901636282e-15	0.515
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_2_168862049_168863377	2.66299840541013e-14	0.891
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_2_168862049_168864834	2.66299840541015e-14	0.898
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_2_168862049_168863381	2.66299840541015e-14	0.829
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_5_179699049_179705679	1.38299774433507e-11	0.713
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_5_179699102_179705679	1.38299774433509e-11	0.716
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Minor_Salivary_Gland	intron_9_113156172_113157727	1.07800002210486e-08	0.553
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_5_69292362_69294793	1.60299708761413e-15	0.542
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_5_69311204_69313985	3.77600643945634e-15	0.594
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_2_168862049_168864834	2.66299840541015e-14	0.89
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_5_179699049_179705679	1.38299774433509e-11	0.741
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_5_179699102_179705679	1.38299774433509e-11	0.742
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_1_108195992_108199956	1.94499846357988e-10	0.815
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_13_49549648_49549743	3.50200493881086e-09	0.806
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_13_49549648_49551326	1.01300126075999e-08	0.548
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Muscle_Skeletal	intron_18_23506642_23533355	1.55006369084636e-08	0.705
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_19_43649143_43652225	5.02704069552148e-68	0.713
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_1_36475673_36479433	1.48724087085202e-18	0.715
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_1_36477677_36479433	2.31506707445208e-18	0.861
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_69285467_69294793	1.56443613891548e-15	0.69
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_69311204_69313985	3.77600643945634e-15	0.607
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_69300127_69303847	6.20900406739881e-15	0.52
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_69306902_69307951	6.70200901636289e-15	0.502
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_2_168851006_168851084	1.46200192390354e-14	0.697
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_2_168862049_168863377	1.15264969358651e-13	0.882
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_2_168862049_168864834	5.1094978340024e-13	0.886
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_179699102_179705679	2.3243052800722e-12	0.658
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_2_168862049_168863381	8.17629799054408e-12	0.887
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_5_179699049_179705679	1.38299774433509e-11	0.631
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_13_49549648_49549743	3.50200493881086e-09	0.785
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_22_17689142_17702243	8.89900879336987e-09	0.511
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Nerve_Tibial	intron_13_49549648_49551326	1.01300126075999e-08	0.752
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_11_308438_309013	3.72726721245728e-50	0.934
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_11_314356_314922	3.32727353413437e-29	0.784
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_5_69300127_69303847	6.20900406739881e-15	0.545
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_2_168862049_168864834	2.66299840541015e-14	0.887
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_2_168862049_168863377	2.66299840541018e-14	0.888
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_5_179699102_179705679	1.0233006822499e-12	0.687
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_5_179699049_179705679	1.38299774433509e-11	0.533
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_13_49549648_49551326	1.01300126075999e-08	0.762
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Ovary	intron_10_71755466_71773358	2.3000021847454e-08	0.793
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_11_308438_309013	8.36736970202825e-39	0.608
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_10_28526008_28532442	7.01927053191029e-19	0.509
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_2_27372740_27373247	4.43599960177797e-18	0.79
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_5_69306902_69307951	6.70200901636282e-15	0.543
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_2_168843117_168850836	1.46200192390354e-14	0.659
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_2_168843117_168851084	1.46200192390356e-14	0.73
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_2_168862049_168863377	9.89432216800698e-14	0.887
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_2_168862049_168864834	3.40575354985767e-13	0.905
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_11_61816426_61837778	8.84600085207979e-12	0.741
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_5_179699102_179705679	1.38299774433509e-11	0.752
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_5_179699049_179705679	1.38299774433509e-11	0.725
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_18_23532284_23533355	1.39808845395441e-09	0.638
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_13_49549648_49549743	3.50200493881084e-09	0.714
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pancreas	intron_13_49549648_49551326	5.17800573465046e-09	0.805
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_19_43649143_43652225	5.02704069552148e-68	0.935
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_1_36475673_36479433	6.36700273263912e-21	0.64
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_1_36477677_36479433	6.3670027326393e-21	0.896
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_5_69311204_69313985	3.56799939567447e-15	0.584
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_5_69311204_69320237	3.56799939567451e-15	0.582
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_5_69300127_69303847	6.20900406739881e-15	0.513
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_2_168862049_168864834	7.2342682557498e-12	0.533
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_5_179699102_179705679	1.08700055508927e-11	0.678
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_5_179699049_179705679	1.38299774433507e-11	0.61
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Pituitary	intron_13_49549648_49551326	1.01300126075999e-08	0.687
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Prostate	intron_5_69311204_69313985	3.77600643945634e-15	0.548
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Prostate	intron_2_168862049_168864834	2.66299840541013e-14	0.911
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Prostate	intron_2_168862049_168863377	1.09371212292265e-13	0.906
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Prostate	intron_13_49549648_49551326	3.50200493881086e-09	0.629
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_2_168851006_168851084	1.95914539073291e-15	0.905
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_5_69311204_69313985	3.56799939567454e-15	0.617
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_5_69306902_69307951	6.70200901636289e-15	0.532
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_2_168862049_168863381	2.66299840541015e-14	0.888
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_2_168862049_168863377	1.15094587845264e-13	0.892
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_2_168862049_168864834	4.16255850109611e-13	0.892
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_5_69285467_69294793	1.63200199866551e-12	0.649
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_5_179699049_179705679	1.38299774433507e-11	0.738
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_5_179699102_179705679	1.38299774433509e-11	0.738
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_13_49549648_49549743	3.50200493881086e-09	0.799
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_13_49549648_49551326	3.50200493881086e-09	0.76
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Not_Sun_Exposed_Suprapubic	intron_16_3674494_3675324	1.33390392878412e-08	0.946
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_11_308438_309013	6.84546153977529e-46	0.858
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_11_314356_314922	5.16623100764347e-23	0.841
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_5_69311204_69313985	3.56799939567451e-15	0.574
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_5_69300127_69303847	6.20900406739881e-15	0.53
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_5_69306902_69307951	6.70200901636289e-15	0.523
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_2_168851006_168851084	1.46200192390354e-14	0.918
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_2_168843117_168850836	1.46200192390356e-14	0.883
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168863381	2.66299840541015e-14	0.896
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168863377	1.20932657990259e-13	0.881
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_2_168862049_168864834	3.69006454383216e-13	0.896
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_5_179699102_179705679	1.08700055508927e-11	0.755
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_5_179699049_179705679	1.08700055508927e-11	0.745
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_18_23519174_23520202	1.29599845398653e-10	0.623
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_9_113156172_113157727	1.11457491544848e-09	0.936
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_13_49549648_49551326	3.50200493881086e-09	0.784
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_7_47369621_47380805	4.44000498147953e-09	0.854
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_10_89247649_89251737	1.39961697631535e-08	0.789
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Skin_Sun_Exposed_Lower_leg	intron_10_44380880_44384945	1.65099795495485e-08	0.88
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_11_314356_314922	1.0549966395214e-40	0.527
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_10_28526008_28532442	1.30311071994133e-19	0.516
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_5_69311204_69313985	3.7760064394563e-15	0.591
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_2_168862049_168863381	2.66299840541015e-14	0.906
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_2_168862049_168864834	2.66299840541015e-14	0.908
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_2_168862049_168863377	2.66299840541018e-14	0.906
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_5_179699102_179705679	6.88517726396133e-13	0.766
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_5_179699770_179705679	1.08700055508927e-11	0.65
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_5_179699049_179705679	1.38299774433509e-11	0.593
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_13_49549648_49551326	1.01300126075999e-08	0.645
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_10_89247649_89251737	1.33551070337698e-08	0.83
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Small_Intestine_Terminal_Ileum	intron_17_74698481_74698576	1.8749985793053e-08	0.729
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_10_28524611_28525948	4.30100878155387e-21	0.509
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_1_36475673_36479433	6.36700273263912e-21	0.911
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_1_36477677_36479433	6.3670027326393e-21	0.919
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_10_28526008_28532442	6.40045676333809e-19	0.529
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_5_69306902_69307951	6.7020090163627e-15	0.528
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_2_168862049_168864834	2.66299840541018e-14	0.91
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_5_179699102_179705679	1.38299774433507e-11	0.656
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_7_44967958_44968920	5.25799477069791e-11	0.528
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_7_44967958_44969413	5.25799477069791e-11	0.523
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_19_1032696_1036416	9.19157663340645e-11	0.538
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Spleen	intron_13_49549648_49549743	3.50200493881086e-09	0.571
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_11_314356_314922	1.78400161105212e-40	0.805
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_11_308438_309013	2.59904255299462e-39	0.639
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_69311204_69313985	3.7760064394563e-15	0.657
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_69311204_69320237	3.77600643945634e-15	0.654
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_69300127_69303847	6.50799945884722e-15	0.559
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_69306902_69307951	6.70200901636289e-15	0.566
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_2_168851006_168851084	1.46200192390354e-14	0.555
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_2_168862049_168863377	2.6629984054101e-14	0.913
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_2_168862049_168863381	2.6629984054101e-14	0.905
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_2_168862049_168864834	2.66299840541013e-14	0.914
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_19_48644569_48645403	1.445001783029e-12	0.645
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_179699102_179705679	1.38299774433507e-11	0.736
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_5_179699049_179705679	1.38299774433509e-11	0.719
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_18_23506642_23533355	2.84126320712137e-11	0.75
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_19_1032696_1036416	9.60009477798637e-11	0.532
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Stomach	intron_13_49549648_49549743	3.50200493881086e-09	0.633
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_19_43649143_43652225	5.02704069552105e-68	0.577
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_11_308438_309013	3.1665960356443e-42	0.812
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_11_307792_308231	1.10268259466205e-37	0.78
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_19_45239061_45245341	3.92298505518434e-31	0.713
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_11_314356_314922	7.81819572678336e-24	0.803
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_2_168862049_168863377	7.88042612132579e-14	0.858
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_2_168862049_168864834	8.61745429324975e-14	0.859
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_2_168862049_168863381	1.90803327523376e-13	0.864
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_5_179699049_179705679	1.38299774433509e-11	0.631
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_4_7043849_7047955	9.71301284082419e-10	0.912
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_17_1469614_1470175	2.0308966167969e-09	0.581
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_8_23103181_23111720	2.09400041734287e-09	0.506
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_13_49549648_49551326	3.50200493881086e-09	0.517
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Testis	intron_20_63674093_63675272	1.70699949859144e-08	0.584
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_11_308438_309013	4.676006010312e-46	0.826
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_2_168851006_168851084	1.07275964298131e-15	0.932
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_5_69294900_69300012	1.60299708761414e-15	0.549
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_5_69311204_69313985	3.56799939567447e-15	0.565
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_5_69300127_69303847	6.50799945884722e-15	0.542
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_2_168843117_168851084	1.46200192390354e-14	0.876
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_2_168851404_168856690	1.63699986199336e-14	0.605
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_2_168862049_168863377	1.26924484014594e-13	0.883
Astle_et_al_2016_Sum_basophil_neutrophil_counts	Thyroid	intron_2_168862049_168864834	4.64706086751583e-13	0.883
